Date,Open,High,Low
20150420,3457.5,3495.8,3448.0,3465.6,1,
20150421,3475.2,3528.4,3471.6499999999996,3518.4,1,
20150422,3526.8,3544.4,3478.5,3497.6,1,
20150423,3492.6,3501.6,3413.0,3421.1,1,
20150424,3438.1,3448.6,3420.0,3435.1,1,
20150427,3434.25,3472.0,3395.5,3419.7,1,
20150428,3436.7,3440.7,3353.2,3369.3,1,
20150429,3374.2,3388.8,3332.95,3335.0,1,
20150430,3332.3,3372.6,3293.6,3369.1,1,
20150501,3374.6,3390.1,3311.6,3341.8,1,
20150505,3349.0,3359.6,3306.2,3307.2,1,
20150506,3298.1,3334.3,3274.5,3301.7,1,
20150507,3298.1,3298.1,3238.7,3267.4,1,
20150508,3306.2,3370.9,3301.0,3368.9,1,
20150511,3366.6,3420.9,3364.1,3391.3,1,
20150512,3382.2,3384.1499999999996,3315.2,3358.0,1,
20150513,3368.4,3406.2,3353.3,3359.4,1,
20150514,3358.3,3411.1,3337.7,3405.1,1,
20150515,3414.5,3437.2,3379.3,3389.9,1,
20150518,3385.1,3423.3,3372.0,3380.0,1,
20150519,3383.4,3442.3,3383.4,3426.7,1,
20150520,3434.2,3460.3,3416.1,3451.8,1,
20150521,3454.8,3484.4,3436.2,3480.3,1,
20150522,3492.2,3515.95,3470.7,3503.9,1,
20150526,3509.0,3517.1,3465.3,3475.3,1,
20150527,3471.7,3566.25,3470.2,3557.7,1,
20150528,3557.6,3597.3,3557.1,3592.3,1,
20150529,3594.2,3599.2,3501.7,3501.7,1,
20150601,3535.0,3555.7,3498.9,3512.0,1,
20150602,3535.5,3558.1,3490.8,3498.3,1,
20150603,3501.8,3578.7,3488.7,3539.4,1,
20150604,3419.8,3442.8,3353.4,3356.4,1,
20150605,3344.2,3363.8,3311.5,3322.6,1,
20150608,3317.3,3317.8,3274.6,3296.7,1,
20150609,3287.1,3298.1,3248.8,3249.9,1,
20150610,3242.3,3271.4,3216.1,3265.3,1,
20150611,3212.2,3233.1,3192.9,3224.0,1,
20150612,3207.4,3218.9,3103.8,3113.9,1,
20150615,3091.1,3111.1,3075.4,3088.5,1,
20150616,3067.9,3086.9,3034.1,3080.4,1,
20150617,3091.8,3097.3500000000004,3060.7,3063.2,1,
20150618,3055.6,3140.5,3040.0,3138.0,1,
20150619,3130.4,3142.9,3115.8500000000004,3138.9,1,
20150622,3176.6,3212.0,3149.7,3163.8,1,
20150623,3211.4,3259.1499999999996,3204.9,3241.6,1,
20150624,3242.5,3251.0,3204.8,3210.8,1,
20150625,3195.7,3214.8,3166.5,3172.1,1,
20150626,3150.3,3162.9,3129.3,3149.4,1,
20150629,3062.2,3116.0,3055.2,3089.8,1,
20150630,3073.2,3107.3,3057.6,3071.2,1,
20150701,3067.1,3083.6,3047.0,3063.6,1,
20150702,3060.5,3063.5,3015.8,3018.3,1,
20150703,3016.2,3020.2,2997.6,3007.6,1,
20150706,2997.3,3018.9,2989.8,3007.4,1,
20150707,3014.3,3016.3,2939.0,2955.6,1,
20150708,2903.4,2992.2,2893.2,2973.1,1,
20150709,2985.0,3022.7,2978.5,3015.2,1,
20150710,3061.3,3061.8,3029.1,3032.2,1,
20150713,3051.0,3065.55,3033.9,3059.5,1,
20150714,3062.4,3062.4,3001.7,3002.7,1,
20150715,3002.1,3008.1,2953.9,2974.5,1,
20150716,2981.9,3011.1,2968.9,2985.5,1,
20150717,2997.4,3002.5,2944.2,2974.3,1,
20150720,2982.1,3009.7,2977.6,2998.7,1,
20150721,2999.1,3085.5,2985.6,3020.2,1,
20150722,2961.4,2993.0,2899.1,2910.2,1,
20150723,2921.1,2921.6,2856.9,2872.4,1,
20150724,2863.4,2896.5,2785.5,2789.0,1,
20150727,2778.3,2787.8,2734.1,2760.2,1,
20150728,2767.6,2872.6,2766.1,2861.5,1,
20150729,2872.0,2922.7,2846.4,2909.6,1,
20150730,2917.1,2928.6,2888.5,2905.5,1,
20150731,2917.0,2930.5,2891.4,2924.0,1,
20150803,2915.7,2924.25,2883.6,2885.6,1,
20150804,2883.6,2927.2,2878.0,2921.7,1,
20150805,2924.1,2973.3,2917.1,2966.8,1,
20150806,2951.6,2958.1,2924.0,2948.1,1,
20150807,2941.0,2952.0,2931.0,2949.0,1,
20150810,2941.3,2967.9,2924.2,2963.3,1,
20150811,2958.2,2961.7,2892.0,2894.5,1,
20150812,2865.4,2865.4,2806.6,2827.7,1,
20150813,2858.7,2884.8,2849.7,2861.8,1,
20150814,2861.2,2868.2,2829.6,2839.6,1,
20150817,2851.9,2851.9,2805.8,2820.3,1,
20150818,2815.2,2821.7,2781.1,2813.2,1,
20150819,2797.6,2797.6,2723.8,2725.3,1,
20150820,2702.3,2730.8,2692.2,2697.2,1,
20150821,2661.5,2743.3,2644.45,2688.1,1,
20150824,2595.3,2640.7,2532.4,2564.0,1,
20150825,2595.9,2703.8,2589.0,2695.8,1,
20150826,2665.1,2665.1,2585.4,2592.9,1,
20150827,2644.0,2696.7,2620.9,2691.1,1,
20150828,2697.6,2701.6,2639.4,2696.6,1,
20150901,2662.7,2712.8,2622.6,2640.6,1,
20150902,2655.1,2699.7,2625.0,2658.6,1,
20150903,2675.0,2705.7,2664.0,2691.6,1,
20150904,2662.0,2674.0,2603.3,2613.3,1,
20150907,2623.6,2652.7,2609.1,2638.2,1,
20150908,2651.6,2715.3,2644.6,2712.3,1,
20150909,2729.8,2742.3,2704.7,2706.2,1,
20150910,2680.6,2710.6,2676.1,2682.6,1,
20150911,2690.0,2690.0,2624.3,2647.9,1,
20150914,2649.7,2675.8,2593.1,2619.6,1,
20150915,2612.0,2639.1,2561.4,2632.6,1,
20150916,2647.0,2656.1,2611.0,2636.0,1,
20150917,2640.4,2643.0,2585.3,2597.3,1,
20150918,2584.8,2586.3,2518.1,2546.7,1,
20150921,2551.45,2562.95,2513.4,2525.9,1,
20150922,2530.8,2531.8,2309.85,2322.85,1,
20150923,2320.75,2426.55,2220.55,2376.95,1,
20150924,2387.8999999999996,2445.0,2366.85,2403.8999999999996,1,
20150925,2456.8500000000004,2564.2,2450.9,2526.1,1,
20150928,2510.9,2520.9,2413.15,2425.7,1,
20150929,2380.05,2456.7,2378.0,2415.6000000000004,1,
20150930,2462.1499999999996,2482.7,2444.1,2455.1,1,
20151001,2486.6499999999996,2538.2,2466.05,2479.1499999999996,1,
20151002,2487.05,2499.1,2423.95,2465.0,1,
20151005,2514.4,2522.9,2474.8500000000004,2520.4,1,
20151006,2521.9,2556.4,2492.8,2543.9,1,
20151007,2548.8,2584.4,2535.3,2564.9,1,
20151008,2569.3,2611.4,2556.3,2602.9,1,
20151009,2630.8,2658.9,2623.3500000000004,2648.4,1,
20151012,2647.2,2657.7,2591.1,2599.6,1,
20151013,2593.0,2595.0,2476.8,2523.4,1,
20151014,2501.3,2508.8,2460.7,2486.25,1,
20151015,2504.2,2522.7,2490.7,2497.2,1,
20151016,2503.6,2508.1,2481.6,2495.1,1,
20151019,2493.4,2502.4,2427.85,2443.8,1,
20151020,2445.8,2465.8,2428.75,2454.8,1,
20151021,2463.25,2483.75,2428.65,2481.25,1,
20151022,2470.1499999999996,2508.2,2455.1499999999996,2492.7,1,
20151023,2500.7,2613.3,2487.6499999999996,2584.8,1,
