Date,Open,High,Low
20151106,1109.2,1111.3,1086.3,1089.5,1
20151108,1089.5,1094.8,1085.7,1094.2,1
20151109,1094.2,1096.5,1089.2,1093.5,1
20151110,1093.5,1095.7,1086.1,1092.9,1
20151111,1092.9,1094.4,1084.6,1088.0,1
20151112,1088.0,1090.1,1074.5,1084.4,1
20151113,1084.4,1089.2,1080.2,1090.3,1
20151115,1090.3,1095.2,1086.6,1093.9,1
20151116,1093.9,1098.7,1081.4,1082.4,1
20151117,1082.4,1084.1,1064.0,1068.2,1
20151118,1068.2,1079.3,1066.5,1077.8,1
20151119,1077.8,1087.4,1069.6,1083.7,1
20151120,1083.7,1087.9,1075.7,1076.5,1
20151122,1076.5,1076.8,1067.4,1070.9,1
20151123,1070.9,1074.8,1066.4,1056.9,1
20151129,1056.9,1058.7,1053.0,1055.3,1
20151130,1055.3,1074.7,1053.9,1070.9,1
20151201,1070.9,1073.25,1063.7,1068.1,1
20151202,1068.1,1069.1,1046.1,1051.5,1
20151203,1051.5,1065.1,1048.4,1061.1,1
20151204,1061.1,1088.8,1057.9,1084.8,1
20151206,1084.8,1087.8,1081.4,1085.7,1
20151207,1085.7,1086.0,1066.15,1072.5,1
20151208,1072.5,1080.1,1067.5,1077.1,1
20151209,1077.1,1085.6,1069.5,1074.6,1
20151210,1074.6,1076.0,1065.0,1067.5,1
20151211,1067.5,1079.8,1062.5,1076.4,1
20151213,1076.4,1077.7,1071.4,1076.5,1
20151214,1076.5,1080.1,1058.75,1063.7,1
20151215,1063.7,1068.5,1058.9,1064.7,1
20151216,1064.7,1078.6,1061.9499999999998,1067.8,1
20151217,1067.8,1069.1,1047.5,1053.9,1
20151218,1053.9,1071.5,1053.6,1065.9,1
20151220,1065.9,1069.9,1062.9,1068.6,1
20151221,1068.6,1081.9,1067.0,1077.5,1
20151222,1077.5,1080.9,1072.1,1073.9,1
20151223,1073.9,1076.7,1068.4,1074.2,1
20151224,1074.2,1077.3,1070.4,1076.7,1
20151227,1076.7,1078.6,1070.8,1073.7,1
20151228,1073.7,1074.4,1066.5,1071.9,1
20151229,1071.9,1075.2,1067.6,1070.9,1
20151230,1070.9,1072.1,1059.1,1062.2,1
20151231,1062.2,1063.3,1058.0,1060.8,1
20160103,1060.8,1066.8,1060.65,1065.1,1
20160104,1065.1,1083.5,1064.8,1077.2,1
20160105,1077.2,1082.0,1074.85,1078.3,1
20160106,1078.3,1103.0,1078.0,1099.7,1
20160107,1099.7,1113.3,1092.8,1103.3,1
20160108,1103.3,1106.1,1092.8,1098.6,1
20160110,1098.6,1108.9,1098.6,1104.2,1
20160111,1104.2,1108.2,1093.1,1097.7,1
20160112,1097.7,1099.4,1082.9,1083.2,1
20160113,1083.2,1095.7,1079.7,1095.0,1
20160114,1095.0,1095.1,1071.3,1080.7,1
20160115,1080.7,1097.3,1079.9,1090.8,1
20160117,1090.8,1094.0,1089.0,1092.4,1
20160118,1092.4,1092.4,1085.4,1088.1,1
20160119,1088.1,1094.3,1082.4,1092.6,1
20160120,1092.6,1109.7,1091.1,1102.0,1
20160121,1102.0,1104.7,1092.4,1099.6,1
20160122,1099.6,1103.1,1094.1,1096.3,1
20160124,1096.3,1102.6,1096.3,1102.4,1
20160125,1102.4,1114.4,1100.1,1113.2,1
20160126,1113.2,1123.6,1110.2,1120.7,1
20160127,1120.7,1128.7,1115.3,1120.6,1
20160128,1120.6,1122.7,1108.6,1115.7,1
20160129,1115.7,1118.8,1111.0,1118.0,1
20160131,1118.0,1122.5,1115.6,1122.4,1
20160201,1122.4,1130.8,1119.4,1125.7,1
20160202,1125.7,1131.5,1122.8,1127.2,1
20160203,1127.2,1146.2,1124.8,1141.7,1
20160204,1141.7,1157.9,1141.1,1155.7,1
20160205,1155.7,1175.0,1145.5,1157.7,1
20160207,1157.7,1174.0,1157.7,1166.9,1
20160208,1166.9,1201.3,1164.6,1193.2,1
20160209,1193.2,1199.3,1186.0,1191.7,1
20160210,1191.7,1215.2,1181.8,1209.3,1
20160211,1209.3,1263.9,1205.7,1233.5,1
20160212,1233.5,1246.6,1233.0,1239.4,1
20160214,1239.4,1239.4,1215.1,1220.6,1
20160215,1220.6,1223.1,1191.6,1194.3,1
20160216,1194.3,1217.6,1193.4,1209.0,1
20160217,1209.0,1214.4,1201.0,1209.7,1
20160218,1209.7,1240.6,1201.3,1227.9,1
20160219,1227.9,1235.2,1220.7,1230.8,1
20160221,1230.8,1230.8,1215.4,1216.3,1
20160222,1216.3,1223.4,1202.5,1220.6,1
20160223,1220.6,1233.3,1215.4,1228.8,1
20160224,1228.8,1254.2,1221.9,1233.5,1
20160225,1233.5,1244.3,1226.3,1238.3,1
20160226,1238.3,1241.2,1212.0,1220.4,1
20160228,1220.4,1227.4,1216.3,1226.9,1
20160229,1226.9,1249.3,1225.7,1245.8,1
20160301,1245.8,1248.7,1225.4,1228.6,1
20160302,1228.6,1244.8,1226.2,1239.8,1
20160303,1239.8,1269.2,1239.1,1262.8,1
20160304,1262.8,1280.7,1250.5,1260.5,1
20160306,1260.5,1269.4,1257.5,1260.4,1
20160307,1260.4,1274.1,1259.2,1266.6,1
20160308,1266.6,1279.0,1252.3,1255.2,1
20160309,1255.2,1261.2,1243.7,1250.8,1
20160310,1250.8,1285.9,1237.6,1271.8,1
20160311,1271.8,1276.6,1249.1,1259.4,1
20160313,1259.4,1259.4,1248.8,1253.7,1
20160314,1253.7,1261.9,1226.1,1229.5,1
20160315,1229.5,1238.7,1227.8,1233.0,1
20160316,1233.0,1264.7,1227.2,1257.7,1
20160317,1257.7,1271.9,1256.5,1264.7,1
20160318,1264.7,1266.5,1248.5,1254.3,1
20160320,1254.3,1256.7,1251.6,1252.6,1
20160321,1252.6,1253.4,1241.3,1246.9,1
20160322,1246.9,1260.8,1241.6,1242.0,1
20160323,1242.0,1242.9,1215.1,1219.6,1
20160324,1219.6,1224.0,1212.2,1221.6,1
20160325,1221.6,1221.6,1221.6,1216.0,1
20160327,1216.0,1216.7,1206.8,1211.6,1
20160328,1211.6,1223.2,1211.5,1233.2,1
20160329,1233.2,1249.1,1230.8,1240.9,1
20160330,1240.9,1250.4,1228.2,1233.3,1
20160331,1233.3,1246.3,1229.4,1235.5,1
20160401,1235.5,1242.1,1214.3,1226.1,1
20160403,1226.1,1232.0,1217.9,1224.2,1
20160404,1224.2,1232.3,1219.4,1230.7,1
20160405,1230.7,1242.8,1224.6,1234.7,1
20160406,1234.7,1242.7,1221.85,1231.0,1
20160407,1231.0,1249.0,1230.8,1243.4,1
20160408,1243.4,1248.9,1235.3,1248.2,1
20160410,1248.2,1258.1,1243.5,1256.2,1
20160411,1256.2,1266.75,1252.3,1261.2,1
20160412,1261.2,1269.4,1258.0,1259.8,1
20160413,1259.8,1260.2,1234.6,1239.5,1
20160414,1239.5,1250.8,1228.8,1235.8,1
20160415,1235.8,1242.3,1230.5,1239.4,1
20160417,1239.4,1248.7,1237.3,1240.9,1
20160418,1240.9,1248.1,1233.8000000000002,1239.8,1
20160419,1239.8,1267.7,1238.2,1259.0,1
20160420,1259.0,1267.3,1247.9,1255.2,1
20160421,1255.2,1277.5,1249.9,1256.6,1
20160422,1256.6,1260.4,1233.7,1239.0,1
20160424,1239.0,1244.8,1235.7,1240.2,1
20160425,1240.2,1248.7,1236.95,1242.3,1
20160426,1242.3,1253.55,1237.1,1250.5,1
20160427,1250.5,1259.8,1244.7,1254.1,1
20160428,1254.1,1290.3,1249.8,1282.0,1
20160429,1282.0,1304.7,1278.3,1296.3,1
20160501,1296.3,1313.4,1294.4,1299.6,1
20160502,1299.6,1311.9,1294.7,1302.4,1
20160503,1302.4,1309.8,1286.6,1287.3,1
20160504,1287.3,1297.7,1279.6,1288.9,1
20160505,1288.9,1294.4,1276.6,1286.3,1
20160506,1286.3,1303.9,1283.4,1300.4,1
20160508,1300.4,1300.4,1291.7,1292.4,1
20160509,1292.4,1293.4,1267.5,1273.0,1
20160510,1273.0,1281.4,1265.0,1278.7,1
20160511,1278.7,1287.8,1277.9,1279.9,1
20160512,1279.9,1288.8,1269.5,1277.0,1
20160513,1277.0,1284.3,1270.9,1279.5,1
20160515,1279.5,1288.3,1275.7,1284.5,1
20160516,1284.5,1297.1,1278.65,1286.8,1
20160517,1286.8,1293.8,1277.2,1283.2,1
20160518,1283.2,1284.5,1263.3,1265.7,1
20160519,1265.7,1267.7,1252.2,1262.9,1
20160520,1262.9,1269.4,1257.8,1261.2,1
20160522,1261.2,1267.2,1257.8000000000002,1263.4,1
20160523,1263.4,1263.9,1252.2,1254.1,1
20160524,1254.1,1255.5,1231.5,1236.8,1
20160525,1236.8,1242.2,1225.8,1237.5,1
20160526,1237.5,1240.9,1219.1,1225.8,1
20160527,1225.8,1232.5,1214.4,1220.9,1
20160529,1220.9,1221.2,1207.7,1210.5,1
20160530,1210.5,1222.2,1207.0,1220.7,1
20160531,1220.7,1228.0,1216.3,1222.5,1
20160601,1222.5,1228.6,1213.9,1222.6,1
20160602,1222.6,1225.7,1214.8,1219.1,1
20160603,1219.1,1253.0500000000002,1218.4,1248.5,1
20160605,1248.5,1256.9,1248.5,1249.9,1
20160606,1249.9,1255.6,1248.1,1251.3,1
20160607,1251.3,1257.4,1242.8,1256.6,1
20160608,1256.6,1274.7,1255.6,1271.3,1
20160609,1271.3,1280.2,1265.2,1276.5,1
20160610,1276.5,1286.8,1273.1,1281.9,1
20160612,1281.9,1287.2,1281.2,1283.5,1
20160613,1283.5,1296.1,1282.8,1288.7,1
20160614,1288.7,1299.0,1285.3,1293.0,1
20160615,1293.0,1310.7,1287.4,1309.6,1
20160616,1309.6,1325.2,1285.7,1293.1,1
20160617,1293.1,1309.1,1288.4,1301.1,1
20160619,1301.1,1301.6,1290.0,1293.0,1
20160620,1293.0,1303.6,1287.1,1295.3,1
20160621,1295.3,1296.1,1273.5,1277.4,1
20160622,1277.4,1278.3,1268.2,1273.9,1
20160623,1273.9,1368.9,1259.1,1347.9,1
20160624,1347.9,1354.5,1317.3,1328.8,1
20160626,1328.8,1345.8,1328.8,1334.7,1
20160627,1334.7,1343.8,1326.0,1327.3,1
20160628,1327.3,1330.9,1314.8,1327.6,1
20160629,1327.6,1337.7,1323.5,1324.3,1
20160630,1324.3,1340.7,1322.4,1340.0,1
20160701,1340.0,1354.0,1339.1,1346.0,1
20160703,1346.0,1367.3,1345.8,1355.6,1
20160704,1355.6,1363.4,1347.6,1353.4,1
20160705,1353.4,1380.7,1350.6,1376.6,1
20160706,1376.6,1384.5,1369.1,1377.0,1
20160707,1377.0,1378.0,1359.3,1367.7,1
20160708,1367.7,1378.9,1343.6,1365.7,1
20160710,1365.7,1383.8,1365.7,1377.2,1
20160711,1377.2,1377.3,1359.2,1364.6,1
20160712,1364.6,1366.1,1335.7,1343.7,1
20160713,1343.7,1355.7,1343.6,1348.1,1
20160714,1348.1,1348.1,1328.0,1336.6,1
20160715,1336.6,1346.8,1330.2,1334.9,1
20160717,1334.9,1342.65,1331.8,1336.4,1
20160718,1336.4,1343.5,1331.2,1336.7,1
20160719,1336.7,1346.3,1334.6,1341.0,1
20160720,1341.0,1341.5,1318.4,1322.3,1
20160721,1322.3,1342.0,1321.7,1334.7,1
20160722,1334.7,1337.4,1327.5,1331.5,1
20160724,1331.5,1331.7,1321.2,1324.8,1
20160725,1324.8,1330.2,1320.0,1323.1,1
20160726,1323.1,1332.0,1322.5,1325.2,1
20160727,1325.2,1350.0,1324.9,1345.3,1
20160728,1345.3,1352.6,1335.2,1347.1,1
20160729,1347.1,1362.0,1336.8,1357.5,1
20160731,1357.5,1358.8,1353.4,1357.0,1
20160801,1357.0,1361.7,1353.3,1356.1,1
20160802,1356.1,1374.2,1355.6,1371.1,1
20160803,1371.1,1373.2,1357.8,1358.0,1
20160804,1358.0,1371.4,1355.2,1367.6,1
20160805,1367.6,1371.0,1340.5,1341.2,1
20160807,1341.2,1343.5,1337.3,1342.6,1
20160808,1342.6,1343.9,1335.4,1340.9,1
20160809,1340.9,1356.7,1336.1,1356.3,1
20160810,1356.3,1363.4,1347.5,1348.1,1
20160811,1348.1,1359.3,1340.5,1345.8,1
20160812,1345.8,1362.0,1338.5,1343.2,1
20160814,1343.2,1345.2,1341.7,1344.4,1
20160815,1344.4,1352.4,1341.0,1351.3,1
20160816,1351.3,1363.9,1346.4,1349.6,1
20160817,1349.6,1361.5,1340.9,1359.1,1
20160818,1359.1,1359.4,1350.6,1351.9,1
20160819,1351.9,1355.8,1342.1,1346.2,1
20160821,1346.2,1346.2,1335.6,1337.6,1
20160822,1337.6,1344.2,1336.1,1340.1,1
20160823,1340.1,1348.8,1339.7,1341.9,1
20160824,1341.9,1344.0,1326.5,1329.0,1
20160825,1329.0,1330.1,1321.1,1327.2,1
20160826,1327.2,1345.8,1321.5,1323.8,1
20160828,1323.8,1324.5,1317.8,1320.7,1
20160829,1320.7,1328.8,1319.7,1327.1,1
20160830,1327.1,1327.5,1312.1,1318.0,1
20160831,1318.0,1319.2,1307.2,1313.1,1
20160901,1313.1,1319.6,1305.6,1316.9,1
20160902,1316.9,1334.0,1308.3,1326.7,1
20160904,1326.7,1328.8,1325.5,1328.0,1
20160905,1328.0,1332.4,1327.3,1331.4,1
20160906,1331.4,1357.5,1329.7,1356.6,1
20160907,1356.6,1357.3,1346.0,1350.3,1
20160908,1350.3,1353.8,1339.6,1342.7,1
20160909,1342.7,1343.6,1331.3,1331.9,1
20160911,1331.9,1333.6,1328.5,1331.5,1
20160912,1331.5,1335.9,1323.9,1334.3,1
20160913,1334.3,1334.8,1316.7,1323.3,1
20160914,1323.3,1329.5,1322.4,1326.4,1
20160915,1326.4,1331.4,1312.2,1317.3,1
20160916,1317.3,1319.5,1309.3,1310.2,1
20160918,1310.2,1320.2,1310.2,1317.9,1
20160919,1317.9,1321.8,1315.4,1318.7,1
20160920,1318.7,1321.1,1315.3,1318.8,1,
20160921,1318.7,1340.9,1311.2,1337.0,1,
20160922,1336.9,1347.8,1335.2,1338.2,1,
20160923,1338.1,1344.5,1337.5,1341.1,1,
20160925,1341.7,1343.9,1336.6,1337.9,1,
20160926,1337.8,1346.1,1336.7,1338.7,1,
20160927,1338.6,1341.6,1328.2,1328.9,1,
20160928,1329.0,1330.5,1321.2,1325.9,1,
20160929,1328.1,1328.7,1319.2,1325.6,1,
20160930,1325.5,1331.5,1316.1,1318.8,1,
20161002,1317.1,1322.6,1317.1,1318.5,1,
20161003,1318.6,1321.3,1310.4,1312.8,1,
20161004,1312.7,1314.5,1268.7,1276.5,1,
20161005,1276.7,1279.3,1264.3,1268.0,1,
20161006,1267.9,1270.3,1251.8,1256.1,1,
20161007,1256.2,1267.5,1243.4,1258.6,1,
20161009,1251.9,1266.3,1251.9,1264.3,1,
20161010,1264.4,1266.8,1257.5,1260.7,1,
20161011,1260.6,1264.0,1254.0,1259.1,1,
20161012,1259.2,1263.5,1251.3,1262.0,1,
20161013,1262.1,1263.8,1256.3,1257.1,1,
20161014,1257.0,1260.5,1247.0,1253.0,1,
