Date,Open,High,Low
20150429,4410.5,4446.5,4366.0,4371.5,1,
20150430,4365.5,4372.5,4316.0,4363.5,1,
20150501,4348.0,4365.5,4338.5,4356.5,1,
20150505,4372.5,4400.0,4339.0,4339.5,1,
20150506,4328.5,4350.0,4298.0,4314.0,1,
20150507,4294.5,4329.5,4264.5,4321.5,1,
20150508,4345.5,4396.5,4335.5,4394.0,1,
20150511,4377.5,4395.5,4368.0,4386.0,1,
20150512,4360.5,4363.5,4324.5,4348.5,1,
20150513,4364.5,4381.0,4324.5,4346.5,1,
20150514,4349.5,4409.0,4322.5,4387.0,1,
20150515,4397.5,4412.0,4375.0,4383.5,1,
20150518,4389.5,4407.0,4370.0,4400.0,1,
20150519,4415.5,4435.0,4406.5,4424.5,1,
20150520,4419.0,4435.5,4411.5,4422.5,1,
20150521,4418.5,4464.0,4384.0,4438.0,1,
20150522,4436.5,4445.0,4427.5,4434.5,1,
20150526,4431.5,4443.5,4388.5,4397.5,1,
20150527,4398.5,4463.5,4370.5,4426.0,1,
20150528,4420.5,4439.0,4407.0,4418.5,1,
20150529,4423.5,4433.0,4384.5,4390.5,1,
20150601,4405.5,4424.0,4386.0,4393.5,1,
20150602,4402.5,4429.0,4360.0,4381.5,1,
20150603,4397.5,4427.5,4384.5,4406.5,1,
20150604,4394.5,4437.0,4360.5,4379.5,1,
20150605,4361.5,4371.0,4335.5,4355.5,1,
20150608,4343.5,4379.5,4322.5,4325.5,1,
20150609,4310.5,4319.5,4280.5,4303.5,1,
20150610,4305.0,4367.0,4301.5,4356.5,1,
20150611,4358.5,4392.0,4350.0,4373.5,1,
20150612,4367.0,4409.5,4328.5,4346.5,1,
20150615,4329.5,4374.5,4274.5,4307.5,1,
20150616,4295.5,4331.0,4279.5,4320.5,1,
20150617,4335.5,4351.5,4319.5,4322.5,1,
20150618,4312.5,4366.5,4296.0,4350.5,1,
20150619,4352.5,4402.5,4345.5,4358.0,1,
20150622,4387.0,4407.5,4374.0,4400.5,1,
20150623,4408.0,4417.0,4400.5,4407.5,1,
20150624,4405.5,4410.5,4389.0,4400.5,1,
20150625,4382.5,4412.0,4376.5,4385.0,1,
20150626,4361.0,4390.5,4359.5,4376.5,1,
20150629,4288.5,4329.0,4287.0,4294.5,1,
20150630,4275.5,4302.0,4258.5,4268.5,1,
20150701,4287.5,4322.0,4277.0,4301.5,1,
20150702,4313.5,4326.5,4293.5,4302.5,1,
20150703,4302.5,4315.0,4284.0,4296.5,1,
20150706,4257.0,4293.5,4219.0,4274.0,1,
20150707,4293.5,4298.0,4213.5,4218.0,1,
20150708,4224.0,4247.5,4201.0,4215.0,1,
20150709,4232.0,4296.0,4210.5,4257.5,1,
20150710,4284.5,4314.5,4277.0,4301.5,1,
20150713,4323.0,4363.0,4317.5,4356.5,1,
20150714,4386.5,4413.5,4342.0,4373.5,1,
20150715,4384.0,4398.5,4378.0,4386.0,1,
20150716,4424.5,4448.0,4403.0,4420.5,1,
20150717,4416.0,4467.0,4402.0,4412.5,1,
20150720,4419.0,4441.5,4402.0,4426.5,1,
20150721,4427.5,4436.0,4394.0,4402.5,1,
20150722,4385.5,4395.0,4359.5,4386.0,1,
20150723,4392.5,4406.0,4366.0,4374.5,1,
20150724,4369.5,4417.0,4336.0,4344.5,1,
20150727,4326.5,4337.0,4268.5,4286.5,1,
20150728,4305.5,4328.5,4282.5,4308.5,1,
20150729,4337.0,4352.5,4317.5,4351.5,1,
20150730,4361.5,4378.5,4333.5,4358.0,1,
20150731,4368.0,4390.0,4349.5,4377.0,1,
20150803,4367.5,4391.0,4353.0,4370.5,1,
20150804,4360.5,4381.5,4336.0,4363.0,1,
20150805,4366.0,4428.0,4356.5,4401.5,1,
20150806,4378.0,4434.5,4331.0,4354.5,1,
20150807,4355.5,4402.0,4320.5,4328.0,1,
20150810,4357.5,4385.5,4334.0,4383.5,1,
20150811,4370.5,4382.0,4329.0,4339.0,1,
20150812,4314.5,4319.0,4255.0,4269.5,1,
20150813,4334.5,4345.5,4296.0,4316.5,1,
20150814,4319.0,4332.0,4290.0,4311.5,1,
20150817,4326.5,4340.5,4284.5,4328.5,1,
20150818,4331.5,4345.0,4285.5,4331.5,1,
20150819,4314.0,4324.5,4253.0,4275.5,1,
20150820,4266.5,4280.5,4206.5,4220.0,1,
20150821,4151.5,4181.0,4094.5,4098.5,1,
20150824,3969.5,3987.5,3826.0,3906.0,1,
20150825,3914.5,4032.5,3911.5,4004.5,1,
20150826,3923.5,3983.5,3896.5,3921.5,1,
20150827,4019.0,4082.5,4007.5,4074.5,1,
20150828,4087.0,4100.5,4048.5,4093.5,1,
20150901,4009.5,4021.5,3931.0,3977.0,1,
20150902,3978.0,4006.0,3930.0,3979.0,1,
20150903,4007.5,4064.0,3996.0,4049.0,1,
20150904,4001.5,4001.5,3930.0,3957.0,1,
20150907,3981.5,4002.5,3957.5,3975.5,1,
20150908,3991.0,4041.0,3982.0,4016.0,1,
20150909,4088.0,4103.0,4048.0,4056.0,1,
20150910,4014.5,4055.0,3984.5,4010.5,1,
20150911,4020.0,4023.0,3981.5,3995.5,1,
20150914,4015.0,4039.5,3989.5,3999.5,1,
20150915,3996.5,4043.0,3973.5,4029.5,1,
20150916,4046.0,4077.5,4037.5,4075.0,1,
20150917,4082.5,4117.5,4042.0,4084.0,1,
20150918,4069.5,4074.5,3990.5,4023.5,1,
20150921,4000.5,4047.0,3994.0,4040.5,1,
20150922,4026.5,4033.0,3933.5,3939.0,1,
20150923,3940.0,3980.5,3909.0,3951.0,1,
20150924,3942.5,3966.5,3872.0,3885.5,1,
20150925,3953.5,3999.5,3946.0,3975.0,1,
20150928,3948.0,3962.0,3875.5,3885.5,1,
20150929,3826.5,3874.5,3819.0,3853.0,1,
20150930,3885.5,3917.5,3839.0,3908.0,1,
20151001,3959.0,3972.5,3900.0,3911.0,1,
20151002,3943.5,3971.5,3872.0,3917.0,1,
20151005,3992.5,4052.0,3971.5,4041.5,1,
20151006,4042.5,4077.5,4023.5,4064.0,1,
20151007,4074.0,4100.5,4051.0,4056.0,1,
20151008,4058.0,4086.5,4051.0,4082.0,1,
20151009,4121.5,4140.5,4077.0,4128.0,1,
20151012,4123.5,4134.5,4104.0,4115.0,1,
20151013,4121.5,4122.5,4081.5,4108.0,1,
20151014,4076.5,4103.0,4059.5,4067.5,1,
20151015,4084.0,4130.5,4051.0,4088.0,1,
20151016,4122.0,4140.5,4112.0,4128.0,1,
20151019,4123.5,4144.0,4110.0,4128.0,1,
20151020,4132.0,4142.5,4104.5,4131.0,1,
20151021,4134.0,4150.0,4113.5,4131.5,1,
20151022,4116.0,4175.0,4082.5,4168.0,1,
20151023,4195.5,4241.0,4155.5,4216.0,1,
20151026,4216.0,4231.5,4204.5,4220.0,1,
20151027,4208.5,4215.0,4187.0,4195.0,1,
